teach,ATT_SAY,3,VB
tell,ATT_SAY,3,VB
threaten,ATT_SAY,2,VB
thunder,REP_SAY,2,VB
urge,REP_SAY,-1,VB
vow,REP_SAY ATT_THINK,2,VB
wail,REP_SAY,2,VB
warn,REP_SAY,2,VB
whisper,REP_SAY,3,VB
write,REP_SAY,3,VB
yell,REP_SAY,2,VB
decide,ATT_THINK,3,VB
determine,ATT_THINK,3,VB
dream,ATT_THINK,2,VB
estimate,ATT_THINK,2,VB
feel,ATT_THINK,2,VB
figure,ATT_THINK,2,VB
foresee,ATT_THINK,2,VB
forget,ATT_THINK,3,VB
guess,ATT_THINK,2,VB
hold,ATT_THINK,2,VB
imagine,ATT_THINK,2,VB
judge,ATT_THINK,2,VB
mean,ATT_THINK,2,VB
ponder,ATT_THINK,2,VB
reason,ATT_THINK,2,VB
reckon,ATT_THINK,2,VB
reflect,ATT_THINK,2,VB
regret,ATT_THINK,4,VB
remember,ATT_THINK,4,VB
understand,ATT_THINK,3,VB
wonder,ATT_THINK,2,VB
worry,ATT_THINK,2,VB
if,COND,2,IN
unless,COND,2,IN
whether,COND,2,IN
in order to,COND,2,RB
as long as,COND,2,RB
otherwise,COND,2,RB
deniable,MOD,1,JJ
unclear,MOD,1,JJ
incapable,MOD,0,JJ
potential,MOD,2,JJ
probability,MOD,2,NN
permission,MOD,-1,NN
impossibility,MOD,0,NN
intent,MOD,-2,NN
daring,MOD,2,NN
speculation,REP_SAY ATT_THINK,2,NN
intention,MOD,-2,NN
supposition,ATT_THINK,-2,NN
hope,ATT_THINK,-3,NN
opportunity,MOD,2,NN
hypothesis,ATT_THINK,2,NN
wishing,ATT_THINK,-3,NN
authorisation,MOD,-1,NN
motivation,MOD,-2,NN
neediness,MOD,-1,NN
surmisal,ATT_THINK,3,NN
fearfulness,MOD ATT_THINK,2,NN
incertitude,MOD,2,NN
failing,MOD,0,NN
guesswork,ATT_THINK,2,NN
effort,MOD,-2,NN
illusion,ATT_THINK,0,NN
postulation,MOD,2,NN
dubiousness,MOD,1,NN
surmise,ATT_THINK,3,NN
declination,MOD,0,NN
ambition,ATT_THINK,-3,NN
authorization,MOD,-3,NN
doubtfulness,MOD,2,NN
uncertainty,MOD,2,NN
conjecture,ATT_THINK,2,NN
prerequisite,MOD,-1,NN
idea,ATT_THINK,2,NN
feeling,ATT_THINK,2,NN
endeavour,MOD,-2,NN
possibleness,MOD,2,NN
conception,ATT_THINK,2,NN
question,REP_SAY ATT_THINK,2,NN
faith,ATT_THINK,3,NN
in all probability,MOD,3,RB
nigh,MOD,1,RB
in all likelihood,MOD,3,RB
mayhap,MOD,2,RB
perchance,MOD,2,RB
plausibly,MOD,2,RB
by all odds,MOD,2,RB
for sure,MOD,4,RB
well-nigh,MOD,3,RB
for certain,MOD,4,RB
ostensibly,MOD,2,RB
refutable,MOD,1,JJ
unimaginable,ATT_THINK,1,JJ
inconceivable,MOD,1,JJ
falsifiable,ATT_THINK,1,JJ
requisite,MOD,-1,JJ
dubitable,MOD,1,JJ
apparent,MOD,2,JJ
imaginable,ATT_THINK,2,JJ
dubious,MOD,1,JJ
mandatory,MOD,-1,JJ
confirmable,REP_SAY,4,JJ
unbelievable,ATT_THINK,1,JJ
indisputable,REP_SAY,3,JJ
compulsory,MOD,-1,JJ
commence,MOD,2,VB
prevent,MOD,0,VB
authorise,MOD,-1,VB
simulate,MOD,2,VB
restrict,MOD,-1,VB
pretend,MOD,2,VB
bet,ATT_THINK,3,VB
presage,ATT_THINK,3,VB
previse,ATT_THINK,2,VB
negate,REP_SAY ATT_THINK,-1,VB
go for,MOD,-2,VB
deem,MOD,2,VB
speculate,REP_SAY ATT_THINK,2,VB
seem,MOD,2,VB
theorise,REP_SAY ATT_THINK,3,VB
refrain,MOD,0,VB
have in mind,ATT_THINK,2,VB
rumor,REP_SAY,3,VB
surmise,ATT_THINK,3,VB
gamble,MOD,2,VB
think over,ATT_THINK,2,VB
dream up,ATT_THINK,2,VB
gainsay,REP_SAY,0,VB
excogitate,ATT_THINK,2,VB
legislate,MOD,-1,VB
infer,REP_SAY ATT_THINK,3,VB
project,REP_SAY,2,VB
purport,REP_SAY,2,VB
portend,MOD,3,VB
conjecture,ATT_THINK,2,VB
prognosticate,REP_SAY,2,VB
implore,MOD,2,VB
call off,MOD,0,VB
discourage,MOD,-1,VB
risk,MOD,2,VB
mistrust,MOD,1,VB
detest,MOD,-3,VB
visualise,ATT_THINK,2,VB
see,ATT_THINK,3,VB
evaluate,MOD,3,VB
hypothesise,ATT_THINK,2,VB
ask for,MOD,2,VB
deliberate,ATT_THINK,2,VB
rumour,REP_SAY,2,VB
take a chance,MOD,2,VB
think of,ATT_THINK,2,VB
evoke,MOD,2,VB
foreclose,MOD,-1,VB
fall through,MOD,0,VB
obviate,MOD,2,VB
pass up,MOD,0,VB
disable,MOD,0,VB
encumber,MOD,1,VB
see to it,MOD,3,VB
proscribe,MOD,-1,VB
monish,REP_SAY,2,VB
theorize,ATT_THINK,2,VB
view as,ATT_THINK,2,VB
take aim,MOD,-2,VB
chance on,MOD,2,VB
desire,MOD,-3,VB
question,MOD,2,VB
ruminate,ATT_THINK,2,VB
talk about,REP_SAY,3,VB
augur,ATT_THINK,2,VB
ideate,ATT_THINK,2,VB
take chance,MOD,2,VB
compel,MOD,-1,VB
enjoin,MOD,-1,VB
prompt,MOD,2,VB
shoot for,MOD,-2,VB
vie,MOD,-3,VB
prepare,MOD,2,VB
commit,MOD,3,VB
approve,MOD,2,VB
mull over,ATT_THINK,2,VB
test,MOD,2,VB
yearn,MOD,-3,VB
cognize,ATT_THINK,2,VB
forestall,MOD,0,VB
avert,MOD,0,VB
necessitate,MOD,3,VB
divulge,REP_SAY,3,VB
preclude,MOD,-1,VB
hypothesize,ATT_THINK,2,VB
forego,MOD,0,VB
conceive of,ATT_THINK,2,VB
dissuade,MOD,-1,VB
advertise,REP_SAY,3,VB
forecast,REP_SAY ATT_THINK,2,VB
reassert,REP_SAY,3,VB
suffice,MOD,2,VB
prohibit,MOD,-1,VB
cogitate,REP_SAY,2,VB
figure out,ATT_THINK,3,VB
define,REP_SAY ATT_THINK,3,VB
substantiate,REP_SAY,3,VB
brag,REP_SAY,2,VB
argufy,REP_SAY REP_THINK,2,VB
articulate,REP_SAY,3,VB
think up,REP_THINK,2,VB
aver,REP_SAY,3,VB
pop the question,MOD,2,VB
cognise,REP_THINK,2,VB
retell,REP_SAY,3,VB
apprise,REP_SAY,3,VB
paint a picture,MOD,2,VB
anticipate,REP_THINK,2,VB
negociate,MOD,2,VB
foreknow,REP_THINK,2,VB
allow for,MOD,2,VB
prescribe,MOD,-1,VB
cerebrate,REP_SAY,2,VB
dispense with,MOD,0,VB
